fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.8;0.16;0.22;1.9;0.155;30.4;111.3;0.99;3.25;0.88;11.9;8
10.3;0.43;0.24;3.1;0.012;30.1;113.3;0.99;3.29;0.82;12.9;8
7.6;0.5;0.21;2.9;0.105;1.6;29.0;0.99;3.29;0.66;11.6;6
10.4;0.62;0.28;5.3;0.087;31.7;112.4;0.99;3.34;0.8;13.1;6
5.5;0.42;0.35;11.0;0.126;19.9;59.2;0.99;3.3;0.68;10.9;7
5.5;0.4;0.24;2.3;0.052;17.6;70.1;0.99;3.43;0.63;12.4;6
10.5;0.53;0.21;4.6;0.048;32.8;133.5;0.99;3.49;0.37;12.4;5
8.3;0.63;0.2;1.3;0.055;29.9;101.4;0.99;3.19;0.59;10.2;5
9.9;0.47;0.35;4.7;0.06;22.7;87.9;0.99;3.26;0.78;11.6;5
8.5;0.37;0.02;2.2;0.125;20.8;85.1;0.99;3.45;0.54;11.0;7
8.3;0.46;0.25;1.1;0.031;22.3;88.2;0.99;3.1;0.6;11.4;6
6.0;0.44;0.4;2.1;0.058;11.7;42.2;0.99;3.01;0.69;10.8;5
8.3;0.4;0.33;3.4;0.012;15.3;46.6;0.99;3.34;0.48;9.5;6
10.6;0.5;0.41;1.3;0.134;6.4;21.6;0.99;3.38;0.65;11.7;6
8.4;0.67;0.05;7.4;0.147;12.4;48.0;0.99;3.2;0.76;11.1;5
9.5;0.58;0.13;1.2;0.072;12.0;51.1;0.99;3.22;0.85;12.2;5
9.4;0.48;0.33;7.6;0.073;9.2;35.5;0.99;3.2;0.73;11.9;6
6.6;0.4;0.44;4.1;0.108;17.3;56.8;0.99;3.18;0.61;13.2;6
9.8;0.59;0.17;2.0;0.156;12.5;49.3;0.99;3.41;0.6;11.5;6
7.8;0.52;0.24;2.2;0.106;21.1;82.5;0.99;3.13;0.71;11.3;6
7.9;0.41;0.32;4.4;0.054;1.0;7.3;0.99;3.27;0.73;11.3;6
11.9;0.57;0.13;3.3;0.012;14.7;43.1;0.99;3.17;0.89;11.0;6
9.3;0.54;0.33;3.8;0.035;17.2;58.4;0.99;3.09;0.8;9.6;6
7.2;0.33;0.04;2.2;0.09;12.6;53.6;0.99;3.44;0.76;11.6;7
8.4;0.54;0.3;2.7;0.056;14.1;35.5;0.99;3.23;0.62;9.3;5
8.4;0.5;0.15;12.5;0.096;1.0;6.0;0.99;3.34;0.95;11.4;5
11.2;0.88;0.18;1.6;0.061;19.6;83.7;0.99;3.08;0.66;9.6;4
8.4;0.53;0.35;2.4;0.037;22.6;84.2;0.99;3.2;0.63;10.7;6
12.1;0.5;0.32;1.9;0.032;21.0;79.6;0.99;3.42;0.68;10.9;6
6.1;0.53;0.28;4.6;0.16;26.7;82.7;0.99;3.7;0.61;11.2;6
8.2;0.69;0.35;4.6;0.129;18.0;70.4;0.99;3.01;0.41;11.0;5
7.0;0.54;0.08;1.9;0.168;20.9;75.9;0.99;3.28;0.68;11.9;5
7.5;0.56;0.24;1.2;0.112;17.5;45.4;0.99;3.37;0.78;10.1;4
7.5;0.63;0.17;1.0;0.067;23.1;95.1;0.99;3.22;0.49;11.4;5
7.1;0.46;0.37;2.4;0.149;1.0;6.0;0.99;3.44;0.71;13.6;6
11.2;0.44;0.32;2.3;0.085;6.5;18.8;0.99;3.18;0.58;11.3;5
10.7;0.42;0.32;12.1;0.097;32.5;110.0;0.99;3.33;0.7;10.9;5
9.0;0.56;0.47;2.6;0.085;1.0;6.0;0.99;3.23;0.73;11.2;7
7.5;0.56;0.36;1.7;0.012;14.4;56.3;0.99;3.49;0.51;10.8;5
7.1;0.42;0.26;6.5;0.162;28.1;101.0;0.9903;3.21;0.6;10.7;6
9.6;0.46;0.28;2.7;0.11;14.9;50.2;0.99;3.26;0.62;11.6;6
8.8;0.63;0.31;3.3;0.103;11.6;53.4;0.99;3.45;0.78;11.1;5
8.1;0.45;0.29;1.3;0.084;17.2;46.4;0.9906;3.16;0.83;9.7;6
9.2;0.34;0.35;2.2;0.095;12.2;36.7;0.99;3.32;0.67;11.4;6
9.8;0.44;0.09;8.2;0.059;16.2;48.2;0.99;3.04;0.87;12.7;7
8.0;0.67;0.44;3.2;0.116;8.7;27.7;0.99;3.15;0.63;10.7;5
7.0;0.52;0.32;2.1;0.026;27.5;96.9;0.99;3.37;0.72;11.3;7
6.1;0.42;0.12;3.5;0.096;30.8;112.1;0.99;3.16;0.71;10.3;6
8.7;0.68;0.16;7.0;0.113;14.5;47.3;0.99;3.23;0.68;9.5;5
12.0;0.57;0.04;1.8;0.078;1.4;6.0;0.99;3.38;0.59;11.7;5
6.4;0.53;0.2;2.8;0.104;10.4;53.3;0.99;3.22;0.75;11.7;7
10.2;0.54;0.27;9.0;0.04;13.9;72.8;0.99;3.43;0.78;12.0;6
7.2;0.4;0.4;1.5;0.042;21.2;75.6;0.99;3.34;0.66;12.2;5
7.5;0.65;0.32;4.2;0.098;5.3;11.0;0.99;3.38;0.7;12.1;6
9.9;0.56;0.27;3.4;0.119;7.8;42.1;0.99;3.5;0.7;10.6;5
7.9;0.61;0.14;3.8;0.012;21.2;59.7;0.99;3.36;0.72;11.1;5
8.7;0.42;0.17;2.1;0.112;25.7;86.6;0.99;3.54;0.64;10.5;5
8.7;0.6;0.18;1.9;0.061;9.4;25.9;0.99;3.45;0.6;10.4;5
7.2;0.66;0.18;3.9;0.078;1.9;6.0;0.99;3.23;0.67;11.3;5
9.8;0.74;0.21;1.6;0.024;50.2;172.9;0.99;3.5;0.49;10.3;5
8.2;0.62;0.25;2.4;0.047;24.1;75.7;0.99;3.35;0.68;9.6;6
5.9;0.61;0.22;1.5;0.132;13.1;46.0;0.99;3.25;0.4;10.3;5
6.8;0.4;0.18;1.0;0.089;25.0;87.8;0.99;3.35;0.48;10.8;5
4.6;0.42;0.32;9.8;0.069;14.6;44.9;0.99;3.48;0.57;13.0;7
8.4;0.42;0.25;2.4;0.082;24.9;83.4;0.99;3.38;0.8;11.0;6
10.5;0.5;0.12;9.7;0.11;17.5;58.9;0.99;3.58;0.7;11.8;6
6.5;0.43;0.25;1.4;0.108;16.8;66.9;0.99;3.47;0.52;10.9;5
9.3;0.53;0.24;3.2;0.083;14.7;50.0;0.99;3.39;0.7;12.0;5
9.0;0.5;0.09;1.6;0.138;1.0;11.7;0.99;3.16;0.75;11.9;5
7.0;0.5;0.19;4.9;0.133;36.1;132.2;0.99;3.28;0.7;11.9;5
10.9;0.5;0.31;4.8;0.106;6.0;26.7;0.99;3.32;0.63;9.6;5
7.8;0.54;0.14;1.3;0.09;1.6;19.5;0.99;3.41;0.67;11.2;5
11.7;0.58;0.13;7.1;0.118;13.6;36.4;0.99;3.41;0.74;11.6;5
5.5;0.3;0.22;1.5;0.102;5.8;15.6;0.99;3.34;0.6;11.3;5
7.8;0.31;0.31;3.4;0.137;15.3;71.2;0.99;3.33;0.65;11.5;5
8.0;0.52;0.43;11.6;0.129;23.1;78.3;0.99;3.42;0.62;11.0;5
8.2;0.53;0.32;6.4;0.039;26.3;63.9;0.99;3.18;0.49;10.4;5
9.5;0.5;0.39;8.8;0.036;24.4;83.4;0.99;3.56;0.79;10.0;6
14.1;0.41;0.31;2.0;0.054;12.7;45.8;0.99;3.0;0.91;10.9;6
9.1;0.55;0.18;1.3;0.133;16.4;31.2;0.99;3.53;0.56;13.1;5
8.3;0.49;0.35;1.5;0.013;20.1;83.7;0.99;3.3;0.8;11.0;6
6.4;0.41;0.27;2.7;0.106;1.0;6.0;0.99;3.46;0.62;9.8;6
5.1;0.65;0.29;4.9;0.104;21.8;79.6;0.99;3.36;0.66;11.6;5
10.3;0.43;0.22;1.4;0.142;1.0;6.0;0.99;3.36;0.9;12.5;7
7.4;0.46;0.36;3.7;0.095;37.2;117.3;0.99;3.39;0.7;12.8;7
12.7;0.56;0.24;2.0;0.024;11.6;29.9;0.99;3.43;0.65;11.4;5
9.8;0.76;0.27;2.0;0.042;13.9;39.3;0.99;3.26;0.47;11.7;5
8.9;0.54;0.27;3.7;0.031;7.8;38.2;0.99;3.47;0.63;12.9;6
9.0;0.43;0.25;2.6;0.062;9.3;31.1;0.99;3.15;0.51;10.8;6
9.0;0.63;0.3;5.2;0.078;39.7;133.7;0.99;3.31;0.69;10.2;5
7.1;0.39;0.21;1.4;0.032;25.7;80.6;0.99;3.44;0.73;10.1;5
5.3;0.56;0.09;4.9;0.156;1.0;15.5;0.99;3.46;0.63;10.8;5
7.4;0.51;0.09;1.2;0.025;31.6;125.2;0.99;3.38;0.73;12.5;6
8.3;0.49;0.3;1.5;0.15;28.4;111.2;0.99;3.25;0.67;11.8;6
7.2;0.52;0.21;3.7;0.143;12.9;50.1;0.99;3.44;0.72;11.4;5
6.1;0.45;0.08;5.8;0.129;19.1;69.7;0.99;3.21;0.66;9.5;5
7.0;0.4;0.29;1.7;0.054;15.7;42.8;0.99;3.57;0.5;10.8;6
10.1;0.63;0.21;2.0;0.103;36.5;125.3;0.99;3.3;0.69;9.1;4
9.6;0.44;0.2;2.9;0.027;7.5;19.4;0.99;3.08;0.61;11.9;5
8.6;0.66;0.3;1.6;0.13;17.4;42.6;0.99;3.13;0.57;12.7;6
9.3;0.15;0.44;5.2;0.084;11.4;50.5;0.99;3.32;0.71;12.4;7
6.4;0.45;0.41;4.7;0.068;1.0;6.0;0.99;3.33;0.51;10.6;6
6.9;0.49;0.29;1.4;0.029;38.8;147.8;0.99;3.61;0.58;12.6;6
8.8;0.6;0.24;2.6;0.012;3.5;21.1;0.99;3.15;0.66;10.8;5
6.6;0.46;0.27;4.7;0.038;18.2;69.3;0.99;3.32;0.67;10.0;5
8.5;0.59;0.31;2.0;0.139;1.0;9.6;0.99;3.15;0.73;10.6;6
6.2;0.41;0.22;3.5;0.068;11.7;34.8;0.99;3.24;0.65;10.7;5
5.5;0.49;0.27;1.1;0.079;20.3;89.6;0.99;3.56;0.58;11.0;5
9.6;0.61;0.09;3.3;0.118;7.2;25.6;0.99;3.14;0.64;10.9;5
10.0;0.72;0.23;1.4;0.172;22.0;80.0;0.99;3.4;0.56;9.5;4
7.2;0.41;0.3;5.4;0.149;13.1;39.4;0.99;3.37;0.49;12.0;5
5.7;0.81;0.2;2.1;0.041;28.0;88.7;0.99;3.31;0.57;10.9;5
4.6;0.46;0.24;1.8;0.012;30.1;110.1;0.99;3.39;0.74;10.4;5
11.4;0.42;0.14;5.6;0.198;9.7;36.1;0.99;3.14;0.81;11.9;5
8.5;0.46;0.18;1.1;0.194;16.7;50.6;0.99;3.56;0.82;10.9;7
7.3;0.45;0.3;2.3;0.096;17.8;47.9;0.99;3.6;0.85;10.1;6
7.7;0.43;0.21;2.2;0.027;22.3;65.4;0.99;3.32;0.71;12.4;6
5.0;0.54;0.1;1.8;0.132;16.0;68.0;0.99;3.67;0.87;12.9;6
9.4;0.33;0.17;7.1;0.082;17.9;56.5;0.99;3.25;0.91;11.0;6
11.7;0.38;0.15;4.5;0.082;13.3;43.2;0.99;3.37;0.48;11.0;5
7.0;0.42;0.36;1.2;0.129;17.1;74.4;0.99;3.52;0.72;10.5;6
12.4;0.59;0.3;4.1;0.103;29.4;91.7;0.99;3.24;0.71;11.4;6
8.1;0.42;0.19;2.9;0.031;22.6;71.8;0.99;3.1;0.66;11.0;6
11.1;0.71;0.19;6.8;0.072;23.2;73.5;0.9902;3.07;0.7;10.9;5
8.8;0.67;0.38;1.9;0.118;23.4;98.1;0.99;3.62;0.65;11.3;5
8.8;0.58;0.34;3.1;0.111;14.3;70.0;0.99;3.23;0.58;10.1;5
11.4;0.58;0.14;2.7;0.099;19.2;74.7;0.9918;3.28;0.65;10.7;5
9.6;0.51;0.4;2.7;0.131;4.5;23.6;0.99;3.14;0.82;10.0;6
8.9;0.5;0.27;2.5;0.07;29.1;96.0;0.99;3.45;0.72;11.1;6
5.0;0.51;0.33;1.6;0.095;1.0;23.0;0.99;3.19;0.71;10.9;5
5.7;0.38;0.29;4.5;0.012;15.0;55.2;0.99;3.24;0.72;12.0;7
9.1;0.37;0.4;2.5;0.066;27.8;105.8;0.99;3.35;0.75;11.6;6
10.8;0.33;0.13;9.0;0.123;1.6;6.0;0.99;3.15;0.53;11.7;5
8.5;0.66;0.22;1.8;0.069;20.1;67.7;0.99;3.28;0.6;9.8;5
7.3;0.57;0.37;3.9;0.065;8.7;47.1;0.99;3.52;0.64;9.8;5
5.2;0.55;0.01;8.1;0.038;12.0;47.4;0.99;3.37;0.52;11.4;5
7.0;0.59;0.25;3.7;0.134;25.8;104.8;0.99;3.33;0.57;9.4;5
8.5;0.47;0.21;6.1;0.113;17.9;65.2;0.99;3.34;0.68;11.1;5
6.8;0.45;0.32;5.4;0.126;1.0;6.0;0.99;3.25;0.66;10.1;5
6.7;0.52;0.36;2.1;0.012;5.7;14.1;0.99;3.61;0.73;12.3;5
8.2;0.55;0.38;3.3;0.079;26.1;92.4;0.99;3.19;0.69;12.0;7
10.8;0.43;0.27;1.4;0.074;20.6;65.8;0.99;3.34;0.66;10.8;5
9.5;0.22;0.28;2.9;0.074;34.2;108.6;0.99;3.33;0.63;12.4;6
8.8;0.5;0.22;1.7;0.058;33.5;129.3;0.99;3.46;0.72;10.1;5
8.6;0.52;0.33;4.4;0.071;12.3;37.6;0.99;3.48;0.87;11.1;7
9.2;0.38;0.4;2.9;0.127;42.1;148.7;0.99;3.31;0.7;10.0;5
8.1;0.43;0.17;2.3;0.012;16.1;59.3;0.99;3.35;0.76;10.3;5
7.6;0.44;0.27;1.8;0.171;5.8;14.4;0.99;3.36;0.75;11.8;7
9.6;0.67;0.3;15.5;0.11;9.2;46.7;0.99;2.97;0.83;12.2;7
7.9;0.34;0.38;1.2;0.085;1.0;6.0;0.99;3.07;0.71;12.2;6
6.3;0.41;0.27;1.1;0.13;32.7;117.1;0.99;3.22;0.55;9.5;5
10.8;0.58;0.35;1.6;0.019;32.6;116.6;0.99;3.23;0.67;10.9;5
5.1;0.6;0.38;9.9;0.056;5.2;17.7;0.99;3.13;0.6;10.5;6
10.9;0.35;0.37;10.7;0.081;13.5;34.3;0.99;3.42;0.98;11.6;7
9.2;0.32;0.17;3.7;0.151;16.9;67.9;0.99;3.31;0.67;13.3;6
6.7;0.52;0.45;6.3;0.085;5.8;27.7;0.99;3.28;0.76;11.6;6
8.3;0.61;0.39;1.6;0.108;1.0;6.0;0.99;3.12;0.65;11.7;5
7.6;0.66;0.29;9.9;0.059;13.7;55.0;0.99;3.3;0.58;13.0;6
9.7;0.62;0.11;1.4;0.11;12.5;47.5;0.99;2.92;0.46;11.9;5
9.6;0.63;0.09;1.3;0.166;11.8;28.5;0.99;3.29;0.72;10.6;5
9.1;0.52;0.28;1.3;0.134;18.2;55.2;0.99;3.32;0.8;10.0;5
9.6;0.72;0.21;3.1;0.083;30.8;119.2;0.99;3.35;0.63;11.4;6
8.1;0.51;0.08;4.8;0.119;12.7;47.5;0.99;3.08;0.48;10.5;5
11.3;0.49;0.09;2.1;0.114;17.7;56.3;0.9902;3.34;0.62;9.8;5
10.4;0.66;0.23;10.5;0.111;23.5;73.7;0.99;3.15;0.61;11.6;6
7.5;0.4;0.27;2.4;0.139;21.7;70.8;0.99;3.19;0.58;11.2;5
9.7;0.3;0.42;1.4;0.139;9.4;28.5;0.99;3.42;0.76;12.8;6
9.5;0.56;0.3;2.6;0.081;16.9;50.7;0.99;3.61;0.64;10.7;5
7.9;0.48;0.24;3.8;0.117;21.6;58.2;0.99;3.32;0.62;11.6;6
7.7;0.46;0.32;5.5;0.069;4.1;25.8;0.99;3.19;0.76;10.9;6
10.4;0.65;0.28;2.5;0.044;29.1;111.6;0.99;3.34;0.72;11.7;5
8.3;0.46;0.32;3.3;0.074;30.8;95.1;0.99;3.45;0.62;10.9;5
8.7;0.56;0.25;1.8;0.083;8.3;30.4;0.99;3.4;0.66;10.1;5
10.7;0.51;0.35;3.6;0.012;17.9;53.6;0.99;3.72;0.7;11.0;5
12.6;0.25;0.42;11.7;0.127;22.6;76.5;0.99;3.2;0.84;12.5;8
7.4;0.54;0.26;1.1;0.012;10.2;32.3;0.99;3.35;0.65;11.2;5
7.9;0.57;0.27;6.4;0.215;20.9;68.9;0.99;3.54;0.84;12.2;6
8.4;0.76;0.34;3.1;0.158;17.6;81.6;0.99;3.53;0.71;9.8;5
8.5;0.54;0.21;1.7;0.075;1.0;6.0;0.99;3.02;0.65;10.7;6
8.9;0.23;0.13;8.7;0.087;20.7;64.4;0.99;3.31;0.66;11.9;6
7.5;0.48;0.13;2.7;0.101;4.4;7.8;0.99;3.53;0.64;10.8;6
6.1;0.48;0.2;2.0;0.059;25.7;100.4;0.99;3.74;0.76;11.6;6
11.3;0.64;0.32;1.5;0.096;8.8;14.3;0.9908;3.42;0.59;9.1;5
9.3;0.57;0.21;1.7;0.08;14.2;42.1;0.99;3.25;0.61;13.2;5
7.6;0.54;0.33;5.5;0.083;30.2;120.2;0.99;3.16;0.86;11.6;7
9.0;0.52;0.23;3.4;0.096;21.1;76.3;0.99;3.64;0.72;12.4;6
11.4;0.57;0.26;7.1;0.025;4.6;18.0;0.99;3.42;0.87;11.5;7
7.0;0.51;0.15;1.7;0.089;5.3;39.9;0.99;3.18;0.73;11.3;5
8.7;0.49;0.27;1.3;0.095;9.6;36.1;0.99;3.28;0.58;12.6;6
5.9;0.49;0.29;1.0;0.093;20.0;62.9;0.99;3.36;0.74;12.7;7
8.1;0.49;0.29;2.8;0.077;19.6;65.8;0.99;3.39;0.75;10.8;5
9.3;0.47;0.28;15.5;0.14;7.1;13.5;0.99;3.18;0.53;10.9;5
6.4;0.42;0.26;4.0;0.07;3.7;25.5;0.99;3.22;0.74;12.2;6
8.0;0.41;0.13;1.9;0.098;18.8;71.5;0.99;3.06;0.7;13.3;6
9.7;0.53;0.39;6.2;0.148;14.0;60.2;0.99;3.47;0.52;11.6;6
9.3;0.37;0.24;4.8;0.083;38.4;146.5;0.99;3.26;0.66;12.6;5
6.3;0.32;0.29;1.0;0.097;16.3;52.9;0.99;3.38;0.62;11.2;6
8.9;0.74;0.41;5.2;0.082;34.8;112.4;0.99;3.52;0.53;11.8;5
9.2;0.48;0.34;1.9;0.145;3.6;12.1;0.99;3.34;0.65;11.9;5
8.5;0.57;0.29;1.4;0.075;1.0;6.0;0.99;3.29;0.46;10.7;5
10.2;0.33;0.28;1.6;0.147;4.2;16.3;0.99;3.34;0.63;10.8;6
7.3;0.49;0.28;2.6;0.082;28.3;110.4;0.99;3.32;0.96;12.3;6
9.0;0.41;0.3;2.4;0.047;34.2;118.0;0.99;3.5;0.77;11.0;6
6.3;0.39;0.29;1.9;0.119;7.7;28.4;0.99;3.36;0.56;10.3;5
5.6;0.54;0.48;1.5;0.073;11.1;37.9;0.99;3.23;0.89;11.3;7
9.6;0.67;0.5;4.6;0.116;3.6;20.6;0.99;3.47;0.55;10.6;5
8.3;0.47;0.31;12.5;0.012;1.0;6.0;0.99;3.49;0.64;12.1;6
7.5;0.65;0.03;4.8;0.087;23.4;59.9;0.99;3.11;0.54;11.4;5
6.5;0.74;0.15;1.9;0.065;18.2;68.4;0.99;3.54;0.68;11.6;5
9.7;0.63;0.43;1.7;0.037;16.0;65.9;0.99;3.36;0.79;11.3;5
5.7;0.6;0.32;1.6;0.061;1.2;8.7;0.99;3.35;0.55;10.5;5
10.0;0.5;0.32;1.4;0.06;33.0;109.1;0.99;3.46;0.49;12.0;6
9.1;0.54;0.26;3.0;0.085;10.6;25.7;0.99;3.22;0.81;12.3;6
5.8;0.51;0.13;3.3;0.023;21.5;80.2;0.99;3.45;0.81;11.5;5
8.5;0.38;0.48;4.1;0.102;1.0;6.0;0.99;3.25;0.55;12.2;7
12.8;0.6;0.17;3.9;0.151;13.9;47.4;0.99;3.09;0.7;10.4;5
10.3;0.43;0.35;1.9;0.1;18.9;84.4;0.99;3.16;0.72;11.6;6
6.9;0.37;0.18;2.0;0.125;19.3;58.1;0.99;3.4;0.67;11.1;7
9.5;0.48;0.26;3.9;0.138;17.5;79.0;0.99;3.17;0.56;11.4;6
5.9;0.67;0.35;2.1;0.145;21.0;73.8;0.99;3.55;0.75;9.7;5
6.0;0.3;0.29;1.6;0.175;4.0;6.0;0.99;3.49;0.77;10.5;7
8.2;0.56;0.24;2.2;0.064;17.9;60.9;0.99;3.51;0.73;11.2;6
9.2;0.63;0.25;1.8;0.053;17.1;69.4;0.99;3.33;0.59;10.6;5
9.7;0.63;0.12;1.2;0.124;18.3;60.4;0.99;3.35;0.57;11.1;5
9.7;0.4;0.13;5.4;0.12;16.6;43.4;0.99;3.13;0.45;11.3;6
9.1;0.31;0.35;5.8;0.123;2.6;7.5;0.99;3.46;0.68;11.4;6
5.6;0.54;0.24;1.6;0.176;2.1;6.0;0.99;3.37;0.84;11.9;6
8.2;0.43;0.38;1.2;0.088;1.0;8.4;0.99;3.4;0.66;11.4;7
9.9;0.58;0.39;4.4;0.107;24.4;93.1;0.99;3.56;0.55;11.2;6
9.1;0.48;0.37;1.6;0.041;24.5;75.2;0.99;3.22;0.69;12.2;5
8.6;0.63;0.09;2.2;0.187;24.7;79.4;0.99;3.29;0.71;11.0;5
8.9;0.66;0.18;1.2;0.071;19.1;74.4;0.99;3.36;0.59;10.9;5
8.8;0.47;0.33;1.6;0.073;1.0;6.0;0.99;3.17;0.67;11.5;6
5.0;0.66;0.28;4.9;0.071;5.1;7.0;0.99;3.28;0.63;10.5;4
10.3;0.52;0.5;5.1;0.057;17.7;50.2;0.99;3.38;0.68;10.8;6
8.1;0.4;0.19;1.6;0.053;17.3;64.1;0.99;3.26;0.8;10.6;6
9.5;0.46;0.43;2.0;0.062;13.5;50.3;0.99;3.51;0.99;11.2;7
4.6;0.71;0.29;1.4;0.023;19.7;62.1;0.99;3.08;0.48;11.7;5
11.1;0.48;0.12;1.2;0.05;16.0;56.1;0.99;3.48;0.82;10.9;6
6.3;0.4;0.2;13.1;0.179;17.1;75.1;0.99;3.41;0.66;10.9;5
12.6;0.41;0.31;3.7;0.122;9.2;22.5;0.99;3.22;0.84;12.0;6
11.9;0.37;0.08;3.0;0.131;26.1;71.8;0.99;3.17;0.72;10.8;5
6.0;0.68;0.04;4.6;0.142;11.4;44.5;0.99;3.0;0.66;11.5;5
9.7;0.56;0.1;5.6;0.173;2.0;6.0;0.99;3.19;0.78;10.2;6
6.6;0.5;0.28;5.1;0.012;7.8;20.2;0.99;3.47;0.61;10.9;5
7.2;0.41;0.2;1.0;0.029;12.2;49.2;0.99;3.3;0.57;11.1;5
7.3;0.4;0.22;1.5;0.049;26.3;100.4;0.99;3.48;0.78;11.4;6
9.1;0.42;0.22;3.7;0.065;15.4;31.8;0.99;3.22;0.62;10.1;6
8.9;0.49;0.14;2.2;0.073;13.9;42.1;0.99;3.42;0.76;12.4;6
6.3;0.49;0.23;11.1;0.066;2.8;33.0;0.99;3.2;0.7;10.7;6
9.0;0.61;0.1;3.7;0.097;24.1;90.2;0.9903;3.17;0.47;11.7;6
8.0;0.48;0.37;8.8;0.089;9.1;38.6;0.99;3.29;0.59;11.0;5
5.2;0.4;0.42;1.6;0.053;14.8;63.5;0.99;3.21;0.68;11.8;5
7.6;0.43;0.02;6.0;0.012;31.4;110.1;0.99;3.08;0.61;12.7;5
11.1;0.41;0.26;2.0;0.04;21.2;82.2;0.99;3.28;0.5;10.8;7
7.6;0.41;0.24;12.4;0.061;1.0;10.7;0.99;3.33;0.83;10.9;6
5.2;0.52;0.23;1.4;0.075;1.0;8.9;0.99;3.5;0.67;11.2;5
9.7;0.5;0.35;2.8;0.034;15.2;50.0;0.99;3.45;0.69;10.1;5
6.7;0.51;0.26;4.9;0.064;3.2;12.9;0.99;3.49;0.7;12.4;7
8.7;0.49;0.24;2.4;0.034;22.7;73.6;0.99;3.42;0.7;11.7;5
8.0;0.44;0.58;2.6;0.081;16.3;57.2;0.99;3.36;0.88;11.8;6
11.3;0.55;0.27;11.7;0.037;17.6;49.9;0.99;3.13;0.63;11.6;6
8.0;0.42;0.46;2.4;0.047;8.5;21.8;0.99;3.33;0.87;12.5;6
6.4;0.66;0.27;3.3;0.025;34.1;116.5;0.99;3.4;0.64;9.7;4
7.5;0.44;0.25;1.1;0.08;45.6;150.2;0.99;3.53;0.66;11.9;7
6.2;0.42;0.24;5.6;0.046;13.0;40.4;0.99;3.41;0.97;11.2;7
7.9;0.37;0.28;3.6;0.13;19.6;67.0;0.99;3.5;0.74;12.1;6
